ID,Name,Nation,Club,League,Position,Age,Height,Weight,Overall,Pace,Shooting,Passing,Dribbling,Defending,Physicality,Att work rate,Def work rate,Preferred foot,Skill moves,Weak foot,Gender
234730,Valentin Rosier,France,Beşiktaş,Trendyol Süper Lig,RB,27,175,75,76,84,52,65,75,72,76,High,Medium,Right,3,2,M
241907,Diego Rossi,Uruguay,Columbus Crew,MLS,LM,25,170,66,76,88,71,70,76,34,55,High,Medium,Right,3,3,M
202562,Jérôme Roussillon,France,Union Berlin,Bundesliga,LWB,30,175,80,76,82,65,69,76,71,73,High,Medium,Left,3,2,M
241867,Aitor Ruibal,Spain,Real Betis,LALIGA EA SPORTS,RB,27,176,75,76,84,72,70,75,72,68,Medium,High,Right,3,3,M
205157,Ruiz de Galarreta,Spain,Athletic Club,LALIGA EA SPORTS,CM,30,175,69,76,67,62,71,73,71,70,High,Medium,Right,3,3,M
239250,Abel Ruiz,Spain,SC Braga,Liga Portugal,ST,23,180,75,76,77,76,69,76,39,71,High,Medium,Right,4,3,M
244915,Mohammed Salisu,Ghana,AS Monaco,Ligue 1 Uber Eats,CB,24,191,85,76,68,36,50,53,77,79,Medium,High,Left,2,3,M
234171,Roland Sallai,Hungary,SC Freiburg,Bundesliga,RM,26,183,75,76,73,70,71,78,37,69,Medium,Medium,Right,4,4,M
210896,Morgan Sanson,France,OGC Nice,Ligue 1 Uber Eats,CM,29,180,73,76,67,73,77,76,70,70,Medium,Medium,Right,4,4,M
273106,Danilo,Brazil,Nott'm Forest,Premier League,CDM,22,176,69,76,70,62,68,69,73,70,High,High,Left,2,3,M
224394,Fábio Martins,Portugal,Al Khaleej,ROSHN Saudi League,LM,30,178,75,76,76,73,71,81,46,69,High,Medium,Right,4,3,M
251528,Zaidu Sanusi,Nigeria,FC Porto,Liga Portugal,LB,26,182,71,76,93,37,55,63,73,72,High,High,Left,2,2,M
201046,Riccardo Saponara,Italy,Hellas Verona,Serie A TIM,LM,32,184,73,76,68,71,78,79,41,59,Medium,Medium,Right,4,4,M
235353,Ismaïla Sarr,Senegal,OM,Ligue 1 Uber Eats,RM,25,185,76,76,94,76,66,79,22,68,High,Medium,Right,4,2,M
200759,Jeffrey Schlupp,Ghana,Crystal Palace,Premier League,CDM,31,178,72,76,82,71,70,76,74,75,Medium,Medium,Left,3,2,M
257876,Nicolas Seiwald,Austria,RB Leipzig,Bundesliga,CM,22,179,70,76,73,62,74,74,73,74,High,High,Right,2,3,M
236506,Marcos Senesi,Argentina,AFC Bournemouth,Premier League,CB,26,183,78,76,59,42,69,72,76,75,Low,Medium,Left,3,4,M
230065,Suat Serdar,Germany,Hellas Verona,Serie A TIM,CM,26,184,75,76,68,71,71,79,73,77,High,Medium,Right,4,3,M
247030,Petr Ševčík,Czech Republic,Slavia Praha,Česká Liga,CM,29,172,66,76,73,71,77,78,69,73,Medium,High,Right,3,4,M
247182,Tuta,Brazil,Frankfurt,Bundesliga,CB,24,185,81,76,75,49,63,70,75,78,Medium,Medium,Right,2,2,M
252802,Wilfried Singo,Côte d'Ivoire,AS Monaco,Ligue 1 Uber Eats,RWB,23,190,79,76,80,57,67,73,72,75,Medium,Low,Right,2,2,M
216283,Danilo,Brazil,VfL Bochum,Bundesliga,LB,32,170,73,76,72,59,67,78,74,70,Medium,Medium,Left,3,3,M
242238,Oumar Solet,France,RB Salzburg,Ö. Bundesliga,CB,23,192,81,76,81,43,57,67,75,85,Medium,High,Right,2,4,M
220739,Junior Sornoza,Ecuador,Independiente DV,Libertadores,CAM,29,169,63,76,74,75,76,77,41,51,Medium,Medium,Right,3,3,M
246431,Riccardo Sottil,Italy,Fiorentina,Serie A TIM,LW,24,180,75,76,89,66,69,78,34,52,Medium,Low,Right,4,3,M
207884,Willian Arão,Brazil,Panathinaikos,Hellas Liga,CDM,31,181,74,76,67,62,67,68,76,82,Medium,High,Right,3,3,M
227622,Stijn Spierings,Holland,Toulouse FC,Ligue 1 Uber Eats,CDM,27,188,81,76,56,66,68,70,76,75,Medium,High,Right,3,3,M
221909,Jindřich Staněk,Czech Republic,Viktoria Plzeň,Česká Liga,GK,27,192,90,76,75,73,68,78,36,78,Medium,Medium,Right,1,2,M
210537,Renato Steffen,Switzerland,FC Lugano,CSSL,RM,32,170,72,76,86,71,71,78,53,66,High,Medium,Left,3,3,M
206254,Miroslav Stevanović,Bosnia and Herzegovina,Servette FC,CSSL,RM,33,180,72,76,80,68,75,75,39,69,High,Medium,Right,3,4,M
242916,Yukinari Sugawara,Japan,AZ,Eredivisie,RB,23,178,68,76,82,53,72,72,70,73,High,High,Right,3,3,M
228946,Mattias Svanberg,Sweden,VfL Wolfsburg,Bundesliga,CM,24,185,77,76,76,68,75,77,62,69,Medium,Medium,Right,3,3,M
198657,Jonas Svensson,Norway,Adana Demirspor,Trendyol Süper Lig,RB,30,172,69,76,80,60,70,74,72,79,High,High,Right,3,3,M
253170,Attila Szalai,Hungary,TSG Hoffenheim,Bundesliga,CB,25,192,83,76,73,45,64,65,76,82,Medium,High,Left,2,3,M
213388,Flavien Tait,France,Samsunspor,Trendyol Süper Lig,CM,30,176,73,76,68,71,75,77,67,67,High,Medium,Right,3,3,M
218659,Matt Targett,England,Newcastle Utd,Premier League,LB,28,183,70,76,66,47,72,72,75,68,High,Medium,Left,3,2,M
251616,David Carmo,Portugal,FC Porto,Liga Portugal,CB,24,196,89,76,54,28,54,51,77,81,High,Medium,Left,2,2,M
200315,Cristian Tello,Spain,Al Fateh,ROSHN Saudi League,LW,32,178,65,76,89,72,74,76,47,61,Medium,Medium,Right,4,4,M
216266,Kenny Tete,Holland,Fulham,Premier League,RB,28,180,71,76,75,47,68,69,75,76,Medium,Medium,Right,2,2,M
247641,Tetê,Brazil,Galatasaray,Trendyol Süper Lig,RM,23,175,70,76,81,72,72,79,41,55,High,Medium,Left,4,3,M
245211,Jordan Teze,Holland,PSV,Eredivisie,RB,24,183,68,76,77,48,64,67,77,80,Medium,Medium,Right,2,3,M
224069,Karl Toko Ekambi,Cameroon,Abha Club,ROSHN Saudi League,LW,31,182,70,76,82,77,71,76,24,69,High,Low,Right,3,4,M
240787,Hamed Traorè,Côte d'Ivoire,AFC Bournemouth,Premier League,LM,23,177,77,76,79,69,72,78,57,62,High,Low,Right,3,3,M
256769,Adrien Truffert,France,Stade Rennais FC,Ligue 1 Uber Eats,LB,22,176,70,76,74,55,70,74,72,69,High,Medium,Left,2,3,M
246657,Álvaro Valles,Spain,UD Las Palmas,LALIGA EA SPORTS,GK,26,192,82,76,77,74,75,79,29,77,Medium,Medium,Right,1,2,M
186190,Patrick van Aanholt,Holland,PSV,Eredivisie,LB,33,176,67,76,84,67,70,75,70,74,High,Medium,Left,3,3,M
260599,Alan Varela,Argentina,FC Porto,Liga Portugal,CDM,22,177,73,76,67,59,72,71,72,75,Medium,High,Right,3,3,M
251530,Nuno Tavares,Portugal,Nott'm Forest,Premier League,LB,23,183,75,76,86,65,69,74,68,80,High,Medium,Left,3,4,M
207471,Franco Vázquez,Argentina,Cremonese,Serie BKT,CAM,34,187,82,76,46,78,77,77,58,76,High,Medium,Left,4,3,M
238305,Nacho Vidal,Spain,CA Osasuna,LALIGA EA SPORTS,RB,28,180,75,76,75,56,69,70,73,65,High,Medium,Right,3,3,M
214937,Lucas Villalba,Argentina,Argentinos Jrs.,Libertadores,CB,29,177,73,76,82,58,70,73,77,75,Medium,Medium,Left,3,2,M
192641,Kevin Vogt,Germany,TSG Hoffenheim,Bundesliga,CB,32,194,87,76,69,57,72,68,76,76,High,Medium,Right,2,3,M
239704,Kai Wagner,Germany,Philadelphia,MLS,LB,26,182,78,76,78,48,69,70,73,80,High,Medium,Left,3,3,M
227927,Kyle Walker-Peters,England,Southampton,EFL Championship,RB,26,173,62,76,75,43,66,73,73,70,High,Medium,Right,3,4,M
172522,Daniel Wass,Denmark,Brøndby IF,3F Superliga,RB,34,181,74,76,71,75,78,75,73,75,High,Medium,Right,3,3,M
186146,Danny Welbeck,England,Brighton,Premier League,ST,33,185,73,76,68,73,70,76,42,71,High,High,Right,3,3,M
216158,Silvan Widmer,Switzerland,1. FSV Mainz 05,Bundesliga,RWB,30,183,80,76,77,62,71,73,71,78,High,Medium,Right,3,3,M
248793,Mats Wieffer,Holland,Feyenoord,Eredivisie,CDM,24,188,76,76,69,64,73,73,72,79,Medium,High,Right,3,3,M
236572,Owen Wijndal,Holland,Royal Antwerp FC,1A Pro League,LB,24,176,65,76,77,53,74,75,71,71,Medium,Medium,Left,3,2,M
241522,Jonas Wind,Denmark,VfL Wolfsburg,Bundesliga,ST,24,190,82,76,60,75,71,75,36,78,High,Medium,Right,3,3,M
231838,Maximilian Wöber,Austria,M'gladbach,Bundesliga,CB,25,188,82,76,65,52,67,64,75,79,Medium,High,Left,2,3,M
152908,Ashley Young,England,Everton,Premier League,LB,38,175,65,76,65,66,77,75,76,71,High,Medium,Right,4,3,M
262113,Nicola Zalewski,Poland,Roma FC,Serie A TIM,RM,21,175,78,76,86,60,73,77,60,58,Medium,Medium,Right,3,4,M
232670,Fernando Zampedri,Argentina,Uni. Católica,Sudamericana,ST,35,185,83,76,63,79,56,70,29,78,Medium,Medium,Right,3,3,M
224251,Robin Zentner,Germany,1. FSV Mainz 05,Bundesliga,GK,29,194,96,76,77,74,57,81,65,74,Medium,Medium,Right,1,3,M
252383,Ramiz Zerrouki,Algeria,Feyenoord,Eredivisie,CM,25,183,72,76,68,65,73,76,70,81,Low,High,Right,3,3,M
212591,Walker Zimmerman,United States,Nashville SC,MLS,CB,30,190,89,76,56,50,55,56,74,84,Medium,Medium,Right,2,3,M
220746,Andrija Živković,Serbia,PAOK FC,Hellas Liga,RW,27,170,62,76,80,73,73,80,55,60,High,Medium,Left,4,3,M
190059,Steven Zuber,Switzerland,AEK Athens,Hellas Liga,ST,32,182,83,76,77,74,74,75,65,76,Medium,Medium,Right,3,4,M
248564,Zakaria Aboukhlal,Morocco,Toulouse FC,Ligue 1 Uber Eats,RW,23,179,73,75,85,72,69,75,41,76,High,Medium,Left,4,5,M
226093,Ché Adams,Scotland,Southampton,EFL Championship,ST,27,178,70,75,79,76,62,74,40,76,High,Medium,Right,3,3,M
204539,Luis Advíncula,Peru,Boca Juniors,Libertadores,RB,33,180,80,75,90,67,69,74,69,81,Medium,Medium,Right,3,3,M
258575,Emmanuel Agbadou,Côte d'Ivoire,Stade de Reims,Ligue 1 Uber Eats,CB,26,192,86,75,64,47,50,59,74,82,Medium,Medium,Right,2,3,M
236524,Anel Ahmedhodžić,Bosnia and Herzegovina,Sheffield Utd,Premier League,CB,24,195,84,75,78,41,60,63,74,78,Medium,Medium,Right,2,3,M
242641,Rayan Aït-Nouri,France,Wolves,Premier League,LB,22,180,70,75,80,53,70,77,71,65,High,Medium,Left,3,3,M
224258,Kristoffer Ajer,Norway,Brentford,Premier League,CB,25,196,94,75,66,56,61,70,74,81,High,High,Right,3,3,M
205343,Jean-Daniel Akpa Akpro,Côte d'Ivoire,Monza,Serie A TIM,CM,31,180,70,75,77,67,71,78,72,77,High,Medium,Right,3,4,M
215353,Lucas Alario,Argentina,Frankfurt,Bundesliga,ST,31,185,78,75,66,76,58,72,29,74,High,Medium,Right,3,3,M
229788,Rubén Alcaraz,Spain,Cádiz CF,LALIGA EA SPORTS,CM,32,180,82,75,51,73,76,71,74,81,Low,High,Right,3,4,M
211117,Dele Alli,England,Everton,Premier League,CM,27,188,80,75,65,76,75,76,65,71,Medium,Medium,Right,4,3,M
206219,Juan Cruz,Spain,CA Osasuna,LALIGA EA SPORTS,LB,31,182,79,75,73,40,62,64,73,73,High,Medium,Left,2,3,M
244621,Vinícius,Brazil,Fulham,Premier League,ST,28,190,83,75,71,76,61,72,41,79,High,Medium,Left,3,3,M
229010,Selim Amallah,Morocco,Valencia CF,LALIGA EA SPORTS,CAM,27,186,81,75,67,76,75,75,65,76,High,Medium,Right,3,3,M
251182,Iago,Brazil,FC Augsburg,Bundesliga,LB,26,181,67,75,80,58,69,73,71,70,High,Medium,Left,3,2,M
229476,Waldemar Anton,Germany,VfB Stuttgart,Bundesliga,CB,27,189,86,75,67,46,59,65,75,82,Medium,Medium,Right,3,3,M
204259,Santiago Arias,Colombia,FC Cincinnati,MLS,RB,31,178,72,75,77,53,68,74,73,72,High,Medium,Right,3,3,M
223249,Gabriel Arias,Chile,Racing Club,Libertadores,GK,36,189,84,75,75,71,72,76,45,74,Medium,Medium,Right,1,3,M
263396,Copete,Spain,RCD Mallorca,LALIGA EA SPORTS,CB,24,192,73,75,57,33,54,57,77,70,Medium,Medium,Left,2,2,M
232244,Santiago Ascacíbar,Argentina,Estudiantes,Sudamericana,CM,26,168,68,75,69,70,70,75,73,71,High,High,Right,2,3,M
226286,Gabriel Ávalos,Paraguay,Argentinos Jrs.,Libertadores,ST,32,188,91,75,71,74,61,73,46,82,High,Medium,Right,3,4,M
265450,Johan Bakayoko,Belgium,PSV,Eredivisie,RW,20,179,70,75,86,66,66,78,30,63,Medium,Medium,Left,3,3,M
237960,Mama Baldé,Guinea-Bissau,OL,Ligue 1 Uber Eats,ST,28,176,69,75,89,74,67,73,50,78,Medium,Low,Right,3,3,M
206534,Patrick Bamford,England,Leeds United,EFL Championship,ST,30,185,71,75,75,73,68,72,42,74,High,High,Left,3,3,M
209542,Vina,Brazil,Al Hazem,ROSHN Saudi League,CAM,32,177,73,75,74,75,74,73,50,70,Medium,Low,Right,3,4,M
229749,Alexander Barboza,Argentina,Libertad,Libertadores,CB,28,193,92,75,50,57,60,64,73,88,High,High,Left,2,3,M
188803,Taison,Brazil,PAOK FC,Hellas Liga,CAM,35,172,75,75,82,75,73,81,44,62,Medium,Medium,Right,4,3,M
237184,Keidi Bare,Albania,RCD Espanyol,LALIGA HYPERMOTION,CDM,26,174,66,75,74,58,67,74,72,78,Medium,Medium,Right,3,3,M
225200,Kike Barja,Spain,CA Osasuna,LALIGA EA SPORTS,RM,26,179,69,75,77,67,69,76,35,60,Medium,Medium,Right,3,3,M
268573,Federico Baschirotto,Italy,Lecce,Serie A TIM,CB,27,184,77,75,74,53,60,55,75,86,Medium,High,Right,2,3,M
227055,Gelson Martins,Portugal,AS Monaco,Ligue 1 Uber Eats,RM,28,170,74,75,86,70,68,79,51,57,High,Medium,Right,4,3,M
193738,Younès Belhanda,Morocco,Adana Demirspor,Trendyol Süper Lig,CAM,33,177,75,75,68,74,77,77,59,71,Medium,Low,Right,4,3,M
198352,Stefan Bell,Germany,1. FSV Mainz 05,Bundesliga,CB,32,192,88,75,44,38,54,49,78,76,Low,Medium,Right,2,2,M
235456,Jean-Ricner Bellegarde,France,Wolves,Premier League,CM,25,172,70,75,77,62,72,77,70,72,Medium,Medium,Right,3,3,M
213296,Nabil Bentaleb,Algeria,LOSC Lille,Ligue 1 Uber Eats,CDM,29,187,78,75,48,72,74,79,69,73,Medium,Medium,Left,4,2,M
222227,Patrick Berg,Norway,FK Bodø/Glimt,Eliteserien,CDM,26,178,76,75,71,61,72,72,69,77,Medium,High,Right,3,2,M
228092,Sander Berge,Norway,Burnley,Premier League,CM,25,195,96,75,63,65,73,73,74,85,Medium,Medium,Right,3,3,M
242660,Jordan Beyer,Germany,Burnley,Premier League,CB,23,187,80,75,74,34,62,70,75,75,High,Medium,Right,2,3,M
244238,Jaka Bijol,Slovenia,Udinese,Serie A TIM,CB,24,190,85,75,65,59,65,61,75,78,Medium,Medium,Right,2,3,M
224422,Jérémie Boga,Côte d'Ivoire,OGC Nice,Ligue 1 Uber Eats,LM,26,174,68,75,84,70,71,81,37,63,Medium,Medium,Right,4,3,M
255074,Artem Bondarenko,Ukraine,Shakhtar Donetsk,Ukrayina Liha,CAM,23,182,73,75,75,70,66,76,61,62,Medium,Medium,Left,3,2,M
219862,Miguel Borja,Colombia,River Plate,Libertadores,ST,30,183,87,75,78,76,57,68,32,84,Medium,Low,Right,3,4,M
188955,Gustavo Bou,Argentina,New England,MLS,ST,33,175,72,75,75,77,68,74,32,72,Medium,Low,Right,4,4,M
256268,Armando Broja,Albania,Chelsea,Premier League,ST,22,191,75,75,74,74,54,75,30,76,Medium,Low,Right,3,3,M
220659,Josh Brownhill,England,Burnley,Premier League,CM,28,180,69,75,69,70,72,74,75,77,Medium,High,Right,3,3,M
244390,Marius Bülter,Germany,TSG Hoffenheim,Bundesliga,LM,30,188,85,75,82,76,68,73,48,77,High,Medium,Right,3,3,M
244385,Georgiy Bushchan,Ukraine,Dynamo Kyiv,Ukrayina Liha,GK,29,196,84,75,76,65,80,78,27,72,Medium,Medium,Right,1,3,M
205525,Bernard,Brazil,Panathinaikos,Hellas Liga,LW,31,164,60,75,78,67,72,81,39,40,High,Low,Right,4,4,M
185020,José Callejón,Spain,Granada CF,LALIGA EA SPORTS,LM,36,178,73,75,75,72,75,75,49,61,Medium,Medium,Right,3,4,M
248805,Sergio Camello,Spain,Rayo Vallecano,LALIGA EA SPORTS,ST,22,177,69,75,70,76,66,77,28,57,Medium,Medium,Right,4,4,M
231433,Aitor,Spain,Panathinaikos,Hellas Liga,LW,27,177,67,75,84,71,71,74,29,57,Medium,Low,Left,3,3,M
225748,Todd Cantwell,England,Rangers,cinch Prem,CAM,25,177,70,75,72,68,72,77,43,52,High,Medium,Right,4,3,M
234779,Caro,Spain,Burgos CF,LALIGA HYPERMOTION,GK,29,184,83,75,75,70,69,76,38,77,Medium,Medium,Right,1,3,M
205976,Léo Baptistão,Brazil,UD Almería,LALIGA EA SPORTS,RM,31,185,71,75,77,73,70,75,33,69,Medium,Medium,Right,4,2,M
210617,Samu Castillejo,Spain,Sassuolo,Serie A TIM,RM,28,182,67,75,79,67,73,80,45,57,High,Medium,Left,4,2,M
231862,Leonardo Castro,Colombia,Millonarios,Sudamericana,ST,31,177,76,75,78,77,62,75,32,65,High,Medium,Right,3,3,M
157970,Ricardo Batista,Portugal,Casa Pia AC,Liga Portugal,GK,37,193,86,75,75,74,73,75,38,77,Medium,Medium,Left,1,3,M
239340,Julian Chabot,Germany,1. FC Köln,Bundesliga,CB,25,195,85,75,49,28,43,48,77,80,Medium,Medium,Left,2,2,M
189172,Fidel,Spain,Elche CF,LALIGA HYPERMOTION,LM,34,180,74,75,69,71,75,73,54,63,High,Medium,Left,3,2,M
251570,Rayan Cherki,France,OL,Ligue 1 Uber Eats,CAM,20,177,71,75,69,67,72,83,21,61,High,Low,Left,5,5,M
224019,Pedro Chirivella,Spain,FC Nantes,Ligue 1 Uber Eats,CDM,26,178,66,75,55,54,71,73,69,70,Medium,Medium,Right,3,3,M
259173,Víctor Chust,Spain,Cádiz CF,LALIGA EA SPORTS,CB,23,184,76,75,68,30,52,54,76,67,Low,Medium,Right,2,5,M
236477,Alexis Claude-Maurice,France,OGC Nice,Ligue 1 Uber Eats,CM,25,175,64,75,80,72,72,80,69,66,Medium,Medium,Right,4,3,M
265650,Saúl Coco,Equatorial Guinea,UD Las Palmas,LALIGA EA SPORTS,CB,24,188,76,75,83,48,56,60,76,78,Medium,Medium,Right,2,3,M
180216,Séamus Coleman,Republic of Ireland,Everton,Premier League,RB,35,177,77,75,61,65,72,74,76,70,High,Medium,Right,3,3,M
205659,Alessio Cragno,Italy,Sassuolo,Serie A TIM,GK,29,184,78,75,74,72,70,78,39,75,Medium,Medium,Right,1,3,M
262411,Miguel Crespo,Portugal,Fenerbahçe,Trendyol Süper Lig,CM,27,183,78,75,70,65,72,75,73,77,High,High,Right,3,3,M
246919,Tomáš Čvančara,Czech Republic,M'gladbach,Bundesliga,ST,23,190,82,75,76,73,66,72,25,77,Medium,Low,Right,2,3,M
234505,Evander,Brazil,Portland Timbers,MLS,CM,25,178,73,75,73,71,75,79,67,68,Medium,Medium,Right,4,4,M
263673,Andrew,Brazil,Gil Vicente,Liga Portugal,GK,22,189,76,75,76,73,75,76,45,74,Medium,Medium,Right,1,2,M
184999,Maurício,Brazil,Portimonense SC,Liga Portugal,CDM,35,180,78,75,66,70,73,74,73,71,Medium,Medium,Right,3,4,M
241202,Patson Daka,Zambia,Leicester City,EFL Championship,ST,25,183,71,75,88,76,59,76,26,69,Medium,Medium,Right,3,3,M
252021,Thijs Dallinga,Holland,Toulouse FC,Ligue 1 Uber Eats,ST,23,180,72,75,73,75,63,69,27,66,Medium,Medium,Right,2,4,M
246045,Pedro De la Vega,Argentina,Lanús,LPF,RM,22,177,71,75,82,73,69,75,50,72,High,Medium,Right,4,3,M
239361,Dani de Wit,Holland,AZ,Eredivisie,CAM,25,183,76,75,58,76,72,70,73,88,Medium,High,Right,3,3,M
201043,Brecht Dejaegere,Belgium,Charlotte FC,MLS,CM,32,173,71,75,67,69,74,75,70,72,High,High,Right,3,4,M
238900,Ermedin Demirović,Bosnia and Herzegovina,FC Augsburg,Bundesliga,LM,25,185,84,75,72,76,70,76,41,75,High,Medium,Right,3,3,M
202325,Diego Demme,Germany,Napoli FC,Serie A TIM,CDM,32,172,71,75,53,47,74,75,71,71,Medium,Medium,Right,3,4,M
220182,Jason Denayer,Belgium,Al Fateh,ROSHN Saudi League,CB,28,184,80,75,69,42,64,65,76,76,Medium,Medium,Right,2,3,M
212501,Leander Dendoncker,Belgium,Aston Villa,Premier League,CM,28,188,88,75,61,69,75,70,76,80,Medium,High,Right,2,4,M
239015,Emmanuel Dennis,Nigeria,Başakşehir,Trendyol Süper Lig,ST,26,175,66,75,85,74,62,76,38,69,Medium,Low,Right,4,3,M
222262,Cyriel Dessers,Nigeria,Rangers,cinch Prem,ST,29,185,87,75,73,75,56,71,29,75,Medium,Medium,Right,3,4,M
213814,Federico Di Francesco,Italy,Palermo,Serie BKT,LW,29,172,71,75,79,69,73,78,39,58,Medium,Medium,Right,4,4,M
246565,Bafodé Diakité,France,LOSC Lille,Ligue 1 Uber Eats,RB,22,185,74,75,76,41,63,70,73,74,Medium,High,Right,2,3,M
238227,Krépin Diatta,Senegal,AS Monaco,Ligue 1 Uber Eats,RM,24,175,69,75,91,69,66,78,47,67,High,Medium,Right,4,4,M
189454,Damián Díaz,Ecuador,Barcelona SC,Libertadores,CAM,37,174,67,75,68,72,77,76,44,69,High,Medium,Right,4,4,M
246870,Enzo Díaz,Argentina,River Plate,Libertadores,LB,28,175,74,75,73,49,69,72,73,82,Medium,Medium,Left,3,2,M
183353,Víctor Díaz,Spain,Granada CF,LALIGA EA SPORTS,CB,35,184,72,75,69,56,68,65,75,76,Medium,High,Right,2,3,M
248573,Junior Dina Ebimbe,France,Frankfurt,Bundesliga,RM,23,184,80,75,83,60,71,75,69,76,Medium,Medium,Right,3,3,M
270531,Ousmane Diomande,Côte d'Ivoire,Sporting CP,Liga Portugal,CB,20,190,86,75,70,26,52,70,74,77,Medium,High,Right,2,4,M
207935,Matías Dituro,Argentina,Karagümrük SK,Trendyol Süper Lig,GK,36,191,86,75,74,72,77,77,38,74,Medium,Medium,Right,1,3,M
201417,Matt Doherty,Republic of Ireland,Wolves,Premier League,RB,31,182,80,75,68,65,71,72,73,74,High,Medium,Right,3,4,M
255561,Josh Doig,Scotland,Hellas Verona,Serie A TIM,LWB,21,189,71,75,82,63,68,71,68,75,High,High,Left,3,4,M
228687,Kasper Dolberg,Denmark,RSC Anderlecht,1A Pro League,ST,26,187,85,75,76,77,66,74,30,67,High,Medium,Right,3,4,M
233926,Léo Duarte,Brazil,Başakşehir,Trendyol Süper Lig,CB,27,183,79,75,57,36,49,60,76,78,Low,High,Right,2,2,M
226637,Rubén Duarte,Spain,D. Alavés,LALIGA EA SPORTS,LB,28,179,72,75,64,38,66,68,76,70,Medium,Medium,Left,3,2,M
233866,Odsonne Edouard,France,Crystal Palace,Premier League,ST,25,187,83,75,76,74,68,78,45,73,High,Medium,Right,4,4,M
226168,Maximilian Eggestein,Germany,SC Freiburg,Bundesliga,CDM,27,181,75,75,59,63,70,73,72,75,Medium,Medium,Right,3,4,M
238050,Chidera Ejuke,Nigeria,Royal Antwerp FC,1A Pro League,LM,25,176,72,75,90,70,66,80,44,65,High,High,Right,4,3,M
257289,Hugo Ekitike,France,Paris SG,Ligue 1 Uber Eats,ST,21,189,70,75,72,75,60,75,25,69,Medium,Medium,Right,3,3,M
234200,Aschraf El Mahdioui,Holland,Al Taawoun,ROSHN Saudi League,CDM,27,182,71,75,72,52,73,71,68,74,High,Medium,Right,3,4,M
241775,Jawad El Yamiq,Morocco,Al Wehda,ROSHN Saudi League,CB,31,193,80,75,86,48,52,62,75,80,High,Medium,Right,2,3,M
213051,Mohamed Elneny,Egypt,Arsenal,Premier League,CDM,31,179,72,75,52,63,71,70,72,70,Medium,High,Right,3,3,M
229862,Edu Expósito,Spain,RCD Espanyol,LALIGA HYPERMOTION,CAM,27,178,68,75,65,74,74,76,71,70,Medium,Medium,Right,3,5,M
245783,Paulo Vítor,Brazil,Al Okhdood,ROSHN Saudi League,GK,35,195,89,75,77,74,73,76,24,73,Medium,Medium,Right,1,3,M
201303,Rasmus Falk,Denmark,F.C. København,3F Superliga,CM,31,177,65,75,73,56,72,80,66,67,High,Medium,Right,4,4,M
256287,Facundo Farías,Argentina,Inter Miami CF,MLS,CAM,21,171,69,75,86,72,68,83,39,70,High,Low,Right,4,3,M
234999,Jean,Brazil,Cerro Porteño,Libertadores,GK,28,188,98,75,74,75,68,78,29,76,Medium,Medium,Left,1,2,M
225289,Nicolás Fernández,Argentina,Defensa,Sudamericana,ST,27,165,66,75,86,75,63,77,39,65,High,Medium,Right,3,5,M
211269,Guillermo Fernández,Argentina,Boca Juniors,Libertadores,CM,32,178,75,75,69,67,73,76,65,66,Medium,Medium,Right,3,3,M
199247,Álex Fernández,Spain,Cádiz CF,LALIGA EA SPORTS,CAM,31,182,72,75,49,70,80,73,67,63,Medium,Medium,Right,3,4,M
232132,Joaquín,Spain,Trabzonspor,Trendyol Süper Lig,CB,27,190,73,75,62,45,61,55,74,79,Medium,High,Right,2,3,M
252936,Alexis Flips,France,RSC Anderlecht,1A Pro League,LM,23,173,68,75,72,70,72,75,45,63,High,Medium,Right,3,3,M
203551,Alessandro Florenzi,Italy,Milan,Serie A TIM,RB,32,173,67,75,73,76,78,78,74,56,High,Medium,Right,3,4,M
193182,Wes Foderingham,England,Sheffield Utd,Premier League,GK,32,185,75,75,75,71,73,76,44,74,Medium,Medium,Left,1,3,M
259849,Gabriel Veron,Brazil,FC Porto,Liga Portugal,RM,21,176,75,75,86,67,68,79,28,52,High,Medium,Right,4,3,M
206469,Taxiarchis Fountas,Greece,Trabzonspor,Trendyol Süper Lig,CF,28,170,65,75,88,76,66,76,47,66,Medium,Medium,Right,3,3,M
222493,Marvin Friedrich,Germany,M'gladbach,Bundesliga,CB,28,193,84,75,62,41,57,51,78,73,Medium,Medium,Right,2,3,M
215569,Unai García,Spain,CA Osasuna,LALIGA EA SPORTS,CB,31,185,81,75,60,42,62,57,77,75,Medium,High,Right,2,3,M
245037,Eric García,Spain,Girona FC,LALIGA EA SPORTS,CB,22,182,76,75,62,44,69,67,76,71,Medium,Medium,Right,2,3,M
167397,Falcao,Colombia,Rayo Vallecano,LALIGA EA SPORTS,ST,37,177,72,75,47,77,67,74,41,66,High,Medium,Right,3,4,M
268438,Alejandro Garnacho,Argentina,Manchester Utd,Premier League,LW,19,180,72,75,84,69,65,77,33,58,High,Medium,Right,3,4,M
235526,Dennis Geiger,Germany,TSG Hoffenheim,Bundesliga,CDM,25,173,67,75,46,53,76,79,63,62,Medium,High,Right,3,3,M
215147,Lautaro Giannetti,Argentina,Vélez Sarsfield,LPF,CB,30,185,80,75,69,34,56,56,76,77,Low,High,Right,2,4,M
226515,Andrei Girotto,Brazil,Al Taawoun,ROSHN Saudi League,CB,31,186,79,75,53,65,66,66,77,73,Medium,High,Right,2,3,M
